id,turn_id,kind,era_cohort,title,narrative,mechanical_delta,source,created_at
2426,,relational,confederation,Baron Hoover of Simcoe corresponds with Baron Langelier de Rosemont,Season 134 · Baron Hoover of Simcoe opens a correspondence with Baron Langelier de Rosemont.,"{""season"": 134, ""marker"": ""\u25ce""}",engine,2026-09-08 13:29:28
2427,,societal,dominion,United Church Formed,Season 134 · Marquis Rochon de Rosedale meets United Church Formed and stands aside.,"{""season"": 134, ""response"": ""Neutral"", ""roll"": 0, ""personal_year"": 1925, ""magnitude"": ""Minor"", ""tag"": ""Progressive""}",engine,2026-09-08 13:29:28
2428,,relational,dominion,Marquis Rochon de Rosedale and Baron Cardinal of Steinbach form a compact,Season 134 · Marquis Rochon de Rosedale and Baron Cardinal of Steinbach enter into a compact.,"{""season"": 134, ""marker"": ""\u25c9+""}",engine,2026-09-08 13:29:28
2429,,relational,confederation,Viscount Cameron of Cornwall and Baron Lucas of Oakville are joined by marriage,"Season 134 · Farquhar Cameron marries Margaret Lucas, binding Viscount Cameron of Cornwall to Baron Lucas of Oakville.","{""season"": 134, ""marker"": ""kin""}",engine,2026-09-08 13:29:28
2430,,societal,dominion,United Church Formed,Season 134 · Earl Hendrie of Brampton meets United Church Formed and leads.,"{""season"": 134, ""response"": ""Lead"", ""roll"": 6, ""personal_year"": 1925, ""magnitude"": ""Minor"", ""tag"": ""Progressive""}",engine,2026-09-08 13:29:28
2431,,relational,late,Viscount Bhullar of Nanaimo corresponds with Baron Stefaniuk of Regina,Season 134 · Viscount Bhullar of Nanaimo opens a correspondence with Baron Stefaniuk of Regina.,"{""season"": 134, ""marker"": ""+""}",engine,2026-09-08 13:29:28
2432,,societal,dominion,United Church Formed,Season 134 · Viscount Worts of Milton meets United Church Formed and stands aside.,"{""season"": 134, ""response"": ""Neutral"", ""roll"": 0, ""personal_year"": 1925, ""magnitude"": ""Minor"", ""tag"": ""Progressive""}",engine,2026-09-08 13:29:28
2433,,relational,confederation,Viscount Colby of Trois-Rivières corresponds with Baron Elliott of Mistassini,Season 134 · Viscount Colby of Trois-Rivières opens a correspondence with Baron Elliott of Mistassini.,"{""season"": 134, ""marker"": ""+""}",engine,2026-09-08 13:29:28
2434,,elevation,confederation,Earl Gillies of Woburn elevated,Season 134 · Viscount Gillies of Woburn is raised to Earl.,"{""season"": 134, ""from"": ""Viscount"", ""to"": ""Earl""}",engine,2026-09-08 13:29:28
2435,,societal,dominion,Regulation 17,Season 134 · Baron Lucas of Oakville meets Regulation 17 and resists.,"{""season"": 134, ""response"": ""Resist"", ""roll"": 3, ""personal_year"": 1912, ""magnitude"": ""Major"", ""tag"": ""Conservative""}",engine,2026-09-08 13:29:28
2436,,relational,dominion,Baron Lucas of Oakville corresponds with Baron Gillies of Aurora,Season 134 · Baron Lucas of Oakville opens a correspondence with Baron Gillies of Aurora.,"{""season"": 134, ""marker"": ""+""}",engine,2026-09-08 13:29:28
2437,,societal,dominion,United Church Formed,Season 134 · Baron Wallace of Hespeler meets United Church Formed and resists.,"{""season"": 134, ""response"": ""Resist"", ""roll"": 2, ""personal_year"": 1925, ""magnitude"": ""Minor"", ""tag"": ""Progressive""}",engine,2026-09-08 13:29:28
2438,,relational,late,Baron Turgeon de St.-Jerome corresponds with Viscount Marchand de Lac-Saint-Louis,Season 134 · Baron Turgeon de St.-Jerome opens a correspondence with Viscount Marchand de Lac-Saint-Louis.,"{""season"": 134, ""marker"": ""\u25ce""}",engine,2026-09-08 13:29:28
2439,,societal,dominion,Regulation 17,Season 134 · Viscount Smoke of Barrie meets Regulation 17 and stands aside.,"{""season"": 134, ""response"": ""Neutral"", ""roll"": 0, ""personal_year"": 1912, ""magnitude"": ""Major"", ""tag"": ""Conservative""}",engine,2026-09-08 13:29:28
2440,,relational,dominion,Viscount Smoke of Barrie reconciles with Marquis Meagher of Chatham,Season 134 · Viscount Smoke of Barrie makes peace with Marquis Meagher of Chatham.,"{""season"": 134, ""marker"": ""~""}",engine,2026-09-08 13:29:28
2441,,societal,confederation,CPR Strike,Season 134 · Viscount Chapais de Saint-Hyacinthe meets CPR Strike and leads.,"{""season"": 134, ""response"": ""Lead"", ""roll"": 6, ""personal_year"": 1883, ""magnitude"": ""Significant"", ""tag"": ""Mixed""}",engine,2026-09-08 13:29:28
2442,,societal,confederation,Death of Sir John A. Macdonald,Season 134 · Baron Langelier de Rosemont meets Death of Sir John A. Macdonald and resists.,"{""season"": 134, ""response"": ""Resist"", ""roll"": 2, ""personal_year"": 1891, ""magnitude"": ""Minor"", ""tag"": ""Mixed""}",engine,2026-09-08 13:29:28
2443,,relational,confederation,Baron Langelier de Rosemont corresponds with Baron Hoover of Simcoe,Season 134 · Baron Langelier de Rosemont opens a correspondence with Baron Hoover of Simcoe.,"{""season"": 134, ""marker"": ""+""}",engine,2026-09-08 13:29:28
2444,,societal,confederation,Death of Sir John A. Macdonald,Season 134 · Viscount Stefaniuk of North Battleford meets Death of Sir John A. Macdonald and leads.,"{""season"": 134, ""response"": ""Lead"", ""roll"": 6, ""personal_year"": 1891, ""magnitude"": ""Minor"", ""tag"": ""Mixed""}",engine,2026-09-08 13:29:28
2445,,relational,confederation,Viscount Stefaniuk of North Battleford loses a dispute with Baron Stefaniuk of Regina,Season 134 · Viscount Stefaniuk of North Battleford presses a claim against Baron Stefaniuk of Regina and is rebuffed.,"{""season"": 134, ""outcome"": ""lost""}",engine,2026-09-08 13:29:28
2446,,societal,confederation,Red River Resistance,Season 134 · Baron Uniacke of Bowmanville meets Red River Resistance and exploits.,"{""season"": 134, ""response"": ""Exploit"", ""roll"": 5, ""personal_year"": 1869, ""magnitude"": ""Major"", ""tag"": ""Mixed""}",engine,2026-09-08 13:29:28
2447,,relational,confederation,Baron Uniacke of Bowmanville loses a dispute with Baron Gillies of Aurora,Season 134 · Baron Uniacke of Bowmanville presses a claim against Baron Gillies of Aurora and is rebuffed.,"{""season"": 134, ""outcome"": ""lost""}",engine,2026-09-08 13:29:28
2448,,societal,confederation,North-West Resistance,Season 134 · Baron Dyck of Calgary McKnight meets North-West Resistance and stands aside.,"{""season"": 134, ""response"": ""Neutral"", ""roll"": 1, ""personal_year"": 1885, ""magnitude"": ""Major"", ""tag"": ""Conservative""}",engine,2026-09-08 13:29:28
2449,,other,confederation,Baron Shawanaga of Waterloo endows an institution,Season 134 · Baron Shawanaga of Waterloo endows an institution.,"{""season"": 134}",engine,2026-09-08 13:29:28
2450,,relational,confederation,Baron Elliott of Mistassini corresponds with Earl Bouchard de Terrebonne,Season 134 · Baron Elliott of Mistassini opens a correspondence with Earl Bouchard de Terrebonne.,"{""season"": 134, ""marker"": ""\u25ce""}",engine,2026-09-08 13:29:28
2451,,relational,dominion,Earl Beauvais of Charles-LeMoyne and Baron Rouleau de LaSalle fall out,Season 135 · Earl Beauvais of Charles-LeMoyne and Baron Rouleau de LaSalle fall out over the water rights of a shared river.,"{""season"": 135, ""marker"": ""Sig\u2212"", ""cause"": ""friction"", ""grievance"": ""the water rights of a shared river""}",engine,2026-09-08 13:29:28
2452,,relational,confederation,Viscount Elliott of Glengarry and Baron Gillies of Aurora are joined by marriage,"Season 135 · Daniel Elliott marries Iain Gillies, binding Viscount Elliott of Glengarry to Baron Gillies of Aurora.","{""season"": 135, ""marker"": ""kin""}",engine,2026-09-08 13:29:28
2453,,relational,confederation,Viscount Wallace of Perth corresponds with Viscount Marchand de Lac-Saint-Louis,Season 135 · Viscount Wallace of Perth opens a correspondence with Viscount Marchand de Lac-Saint-Louis.,"{""season"": 135, ""marker"": ""+""}",engine,2026-09-08 13:29:28
2454,,societal,dominion,The Persons Case,Season 135 · Marquis Mercier de Rimouski meets The Persons Case and exploits.,"{""season"": 135, ""response"": ""Exploit"", ""roll"": 4, ""personal_year"": 1929, ""magnitude"": ""Significant"", ""tag"": ""Progressive""}",engine,2026-09-08 13:29:28
2455,,relational,confederation,Marquis Hays of Beloeil and Baron Hoover of Simcoe are joined by marriage,"Season 135 · Abraham Hays marries Isaac Hoover, binding Marquis Hays of Beloeil to Baron Hoover of Simcoe.","{""season"": 135, ""marker"": ""kin""}",engine,2026-09-08 13:29:28
2456,,relational,confederation,Viscount McLellan of Belfast corresponds with Baron Furlong of Émard,Season 135 · Viscount McLellan of Belfast opens a correspondence with Baron Furlong of Émard.,"{""season"": 135, ""marker"": ""\u25ce""}",engine,2026-09-08 13:29:28
2457,,relational,dominion,Marquis Rochon de Rosedale corresponds with Baron Lucas of Oakville,Season 135 · Marquis Rochon de Rosedale opens a correspondence with Baron Lucas of Oakville.,"{""season"": 135, ""marker"": ""\u25ce""}",engine,2026-09-08 13:29:28
2458,,relational,dominion,Viscount Cameron of Cornwall corresponds with Viscount Marchand de Lac-Saint-Louis,Season 135 · Viscount Cameron of Cornwall opens a correspondence with Viscount Marchand de Lac-Saint-Louis.,"{""season"": 135, ""marker"": ""\u25ce""}",engine,2026-09-08 13:29:28
2459,,other,dominion,Earl Pegahmagabow of Wawa names an heir,Season 135 · Earl Pegahmagabow of Wawa names Marguerite Pegahmagabow heir.,"{""season"": 135, ""heir_age"": 34, ""role"": ""heir""}",engine,2026-09-08 13:29:28
2460,,societal,dominion,Alaska Boundary Award,Season 135 · Earl Byrne of Cooksville meets Alaska Boundary Award and exploits.,"{""season"": 135, ""response"": ""Exploit"", ""roll"": 5, ""personal_year"": 1903, ""magnitude"": ""Minor"", ""tag"": ""Mixed""}",engine,2026-09-08 13:29:28
2461,,societal,dominion,The Persons Case,Season 135 · Baron Meagher of Windsor meets The Persons Case and resists.,"{""season"": 135, ""response"": ""Resist"", ""roll"": 3, ""personal_year"": 1929, ""magnitude"": ""Significant"", ""tag"": ""Progressive""}",engine,2026-09-08 13:29:28
2462,,relational,confederation,Baron Skye of Belleville wins a dispute with Baron Uniacke of Bowmanville,Season 135 · Baron Skye of Belleville carries a dispute against Baron Uniacke of Bowmanville.,"{""season"": 135, ""outcome"": ""won"", ""marker"": ""~""}",engine,2026-09-08 13:29:28
2463,,relational,confederation,Viscount Proulx de Cumberland corresponds with Baron Wallace of Hespeler,Season 135 · Viscount Proulx de Cumberland opens a correspondence with Baron Wallace of Hespeler.,"{""season"": 135, ""marker"": ""\u25ce""}",engine,2026-09-08 13:29:28
2464,,societal,confederation,Laurier Elected,Season 135 · Baron Gillies of Aurora meets Laurier Elected and leads.,"{""season"": 135, ""response"": ""Lead"", ""roll"": 6, ""personal_year"": 1896, ""magnitude"": ""Significant"", ""tag"": ""Progressive""}",engine,2026-09-08 13:29:28
2465,,elevation,confederation,Viscount Gillies of Aurora elevated,Season 135 · Baron Gillies of Aurora is raised to Viscount.,"{""season"": 135, ""from"": ""Baron"", ""to"": ""Viscount""}",engine,2026-09-08 13:29:28
2466,,societal,dominion,Vancouver Anti-Asian Riots,Season 135 · Baron Furlong of Émard meets Vancouver Anti-Asian Riots and exploits.,"{""season"": 135, ""response"": ""Exploit"", ""roll"": 4, ""personal_year"": 1907, ""magnitude"": ""Significant"", ""tag"": ""Conservative""}",engine,2026-09-08 13:29:28
2467,,societal,dominion,Vancouver Anti-Asian Riots,Season 135 · Earl Beauvais of Charles-LeMoyne meets Vancouver Anti-Asian Riots and exploits.,"{""season"": 135, ""response"": ""Exploit"", ""roll"": 5, ""personal_year"": 1907, ""magnitude"": ""Significant"", ""tag"": ""Conservative""}",engine,2026-09-08 13:29:28
2468,,succession,dominion,Earl Beauvais of Charles-LeMoyne: disorderly succession,Season 135 · Earl Beauvais of Charles-LeMoyne passes in disorder to Henry Beauvais.,"{""season"": 135, ""nature"": ""disorderly"", ""cause"": ""death""}",engine,2026-09-08 13:29:28
2469,,other,dominion,Viscount Smoke of Barrie names an heir,Season 135 · Viscount Smoke of Barrie names Mary Smoke heir.,"{""season"": 135, ""heir_age"": 6, ""role"": ""heir""}",engine,2026-09-08 13:29:28
2470,,societal,dominion,The Persons Case,Season 135 · Baron Benjamin of La Pointe-de-l'Île meets The Persons Case and exploits.,"{""season"": 135, ""response"": ""Exploit"", ""roll"": 5, ""personal_year"": 1929, ""magnitude"": ""Significant"", ""tag"": ""Progressive""}",engine,2026-09-08 13:29:28
2471,,relational,confederation,Baron Langelier de Rosemont corresponds with Viscount Cameron of Cornwall,Season 135 · Baron Langelier de Rosemont opens a correspondence with Viscount Cameron of Cornwall.,"{""season"": 135, ""marker"": ""\u25ce""}",engine,2026-09-08 13:29:28
2472,,transfer,confederation,Baron Uniacke of Bowmanville loses Oshawa,Season 135 · Baron Uniacke of Bowmanville gives up Oshawa (cession).,"{""season"": 135, ""reason"": ""cession"", ""riding"": ""Oshawa""}",engine,2026-09-08 13:29:28
2473,,relational,confederation,Baron Uniacke of Bowmanville settles with Viscount Cameron of Cornwall,Season 135 · Baron Uniacke of Bowmanville settles its grievance with Viscount Cameron of Cornwall by cession.,"{""season"": 135, ""marker"": ""~"", ""ceded"": ""35078""}",engine,2026-09-08 13:29:28
2474,,societal,confederation,National Policy,Season 135 · Baron Jarvis of Spadina meets National Policy and resists.,"{""season"": 135, ""response"": ""Resist"", ""roll"": 3, ""personal_year"": 1878, ""magnitude"": ""Significant"", ""tag"": ""Conservative""}",engine,2026-09-08 13:29:28
2475,,transfer,confederation,Baron Stefaniuk of Regina loses Regina—Qu'Appelle,Season 135 · Baron Stefaniuk of Regina gives up Regina—Qu'Appelle (cession).,"{""season"": 135, ""reason"": ""cession"", ""riding"": ""Regina\u2014Qu'Appelle""}",engine,2026-09-08 13:29:28
2476,,relational,confederation,Baron Stefaniuk of Regina settles with Viscount Stefaniuk of North Battleford,Season 135 · Baron Stefaniuk of Regina settles its grievance with Viscount Stefaniuk of North Battleford by cession.,"{""season"": 135, ""marker"": ""~"", ""ceded"": ""47007""}",engine,2026-09-08 13:29:28
2477,,societal,confederation,Manitoba Schools Question,Season 135 · Baron Cornwall of Revelstoke meets Manitoba Schools Question and stands aside.,"{""season"": 135, ""response"": ""Neutral"", ""roll"": 1, ""personal_year"": 1890, ""magnitude"": ""Major"", ""tag"": ""Conservative""}",engine,2026-09-08 13:29:28
2478,,relational,confederation,Baron Cornwall of Revelstoke corresponds with Viscount Bhullar of Nanaimo,Season 135 · Baron Cornwall of Revelstoke opens a correspondence with Viscount Bhullar of Nanaimo.,"{""season"": 135, ""marker"": ""\u25ce""}",engine,2026-09-08 13:29:28
2479,,societal,confederation,Last Spike at Craigellachie,Season 135 · Baron Shawanaga of Waterloo meets Last Spike at Craigellachie and stands aside.,"{""season"": 135, ""response"": ""Neutral"", ""roll"": 1, ""personal_year"": 1885, ""magnitude"": ""Significant"", ""tag"": ""Mixed""}",engine,2026-09-08 13:29:28
2480,,societal,confederation,CPR Strike,Season 135 · Baron Cogswell of Argentia meets CPR Strike and resists.,"{""season"": 135, ""response"": ""Resist"", ""roll"": 2, ""personal_year"": 1883, ""magnitude"": ""Significant"", ""tag"": ""Mixed""}",engine,2026-09-08 13:29:28
2481,,relational,confederation,Baron Cogswell of Argentia corresponds with Earl Byrne of Cooksville,Season 135 · Baron Cogswell of Argentia opens a correspondence with Earl Byrne of Cooksville.,"{""season"": 135, ""marker"": ""\u25ce""}",engine,2026-09-08 13:29:28
2482,,societal,confederation,National Policy,Season 135 · Baron Elliott of Mistassini meets National Policy and exploits.,"{""season"": 135, ""response"": ""Exploit"", ""roll"": 5, ""personal_year"": 1878, ""magnitude"": ""Significant"", ""tag"": ""Conservative""}",engine,2026-09-08 13:29:28
2483,,founding,confederation,Baron Murray of Sydney founded,"Season 135 · Baron Murray of Sydney is created, seated at Sydney—Glace Bay.","{""season"": 135, ""stats"": {""capital"": 39, ""influence"": 29, ""cohesion"": 66, ""ambition"": 4}, ""community"": ""Scottish Presbyterian"", ""tag"": ""Progressive""}",engine,2026-09-08 13:29:28
